"ID","ADU","TAXON CONCEPT ID","SCIENTIFIC NAME"
1611,3646,avibase-D91BCC1B,Nectarinia johnstoni
1612,752,avibase-D4F9B273,Nectarinia kilimensis
1613,3662,avibase-0F533AC6,Nectarinia purpureiventris
1614,3674,avibase-FAFA576B,Nectarinia tacazze
1615,2802,avibase-3F941452,Neocichla gutturalis
1616,2660,avibase-0BD37CDF,Neocossyphus poensis
1617,2662,avibase-90FDC4CC,Neocossyphus rufus
1618,2266,avibase-E35838E3,Neodrepanis coruscans
1619,2268,avibase-07471818,Neodrepanis hypoxantha
1620,1100,avibase-B7F05102,Neolestes torquatus
1621,3324,avibase-6FD7A5BC,Neomixis striatigula
1622,3326,avibase-62D4A4C8,Neomixis tenella
1623,3328,avibase-CF4FB76D,Neomixis viridis
1624,510,avibase-1AED683B,Neophedina cincta
1625,111,avibase-6D3480A6,Neophron percnopterus
1626,219,avibase-4FDBC0CB,Neotis denhami
1627,1910,avibase-4971D1EF,Neotis heuglinii
1628,218,avibase-FB9132DC,Neotis ludwigii
1629,1912,avibase-22160251,Neotis nuba
1630,3332,avibase-D9E1EA36,Nesillas brevicaudata
1631,3338,avibase-F530CA35,Nesillas lantzii
1632,3334,avibase-D7C20246,Nesillas longicaudata
1633,3336,avibase-0525E604,Nesillas mariae
1634,3340,avibase-B31940E1,Nesillas typica
1635,3820,avibase-99453701,Nesocharis ansorgei
1636,3822,avibase-2AD189C1,Nesocharis capistrata
1637,1139,avibase-BD9A8EF4,Nesocharis shelleyi
1638,324,avibase-469B7EC8,Nesoenas mayeri
1639,1074,avibase-CDDEA7EB,Nesoenas picturatus
1640,4056,avibase-AED9D220,Nesospiza acunhae
1641,998,avibase-DEF2D638,Nesospiza wilkinsi
1642,102,avibase-36C0242E,Netta erythrophthalma
1643,1332,avibase-3EC2CDA9,Netta rufina
1644,92,avibase-EC7C1618,Nettapus auritus
1645,3342,avibase-57F73C4A,Newtonia amphichroa
1646,3344,avibase-E4B78086,Newtonia archboldi
1647,3346,avibase-4C71BFD5,Newtonia brunneicauda
1648,3348,avibase-B42659F8,Newtonia fanovanae
1649,2996,avibase-6413CE1A,Nicator chloris
1650,725,avibase-7066D2F1,Nicator gularis
1651,1195,avibase-E386D2EB,Nicator vireo
1652,1140,avibase-AD1CBF5A,Nigrita bicolor
1653,1141,avibase-B15F4C49,Nigrita canicapillus
1654,3824,avibase-F3B46894,Nigrita fusconotus
1655,3826,avibase-AE4727FB,Nigrita luteifrons
1656,731,avibase-967545BC,Nilaus afer
1657,740,avibase-40781028,Notopholia corrusca
1658,267,avibase-3BB5CBA6,Numenius arquata
1659,14229,avibase-4D844D5E,Numenius hudsonicus
1660,268,avibase-082F3A63,Numenius phaeopus
1661,1990,avibase-7A35DE81,Numenius tenuirostris
1662,192,avibase-1044B438,Numida meleagris
1663,69,avibase-6BB94D7E,Nycticorax nycticorax
1664,33,avibase-D295D249,Oceanites oceanicus
1665,2234,avibase-D3FAE385,Oceanodroma castro
1666,31,avibase-C5FB15C6,Oceanodroma leucorhoa
1667,1019,avibase-6AA236DD,Oceanodroma matsudairae
1668,2236,avibase-80DE8670,Oceanodroma monorhis
1669,318,avibase-DDC2CC92,Oena capensis
1670,2652,avibase-CC3B0B59,Oenanthe albifrons
1671,2666,avibase-DB59BA9E,Oenanthe bottae
1672,2668,avibase-A3148129,Oenanthe cypriaca
1673,2670,avibase-078BC0ED,Oenanthe deserti
1674,2546,avibase-B2C33E06,Oenanthe dubia
1675,570,avibase-CD8DEBE3,Oenanthe familiaris
1676,2672,avibase-3A712A25,Oenanthe finschii
1677,2664,avibase-6ADB636C,Oenanthe heuglini
1678,2674,avibase-CBB94183,Oenanthe hispanica
1679,1010,avibase-E6C6F746,Oenanthe isabellina
1680,2676,avibase-CAFA98EE,Oenanthe leucopyga
1681,2678,avibase-1C98EA2F,Oenanthe leucura
1682,2680,avibase-7E408670,Oenanthe lugens
1683,2682,avibase-5396F9FB,Oenanthe lugubris
1684,2548,avibase-10E5B18E,Oenanthe melanura
1685,2684,avibase-A9ADB78D,Oenanthe moesta
1686,2686,avibase-17F2D08C,Oenanthe monacha
1687,563,avibase-DF526047,Oenanthe oenanthe
1688,2688,avibase-631D27EF,Oenanthe phillipsi
1689,568,avibase-E6BD3258,Oenanthe pileata
1690,1023,avibase-2FB34D83,Oenanthe pleschanka
1691,2550,avibase-DA3F40DB,Oenanthe scotocerca
1692,2692,avibase-FB719320,Oenanthe xanthoprymna
1693,2808,avibase-B3461BEC,Onychognathus albirostris
1694,2810,avibase-9F79E839,Onychognathus blythii
1695,2812,avibase-9AD060AA,Onychognathus frater
1696,1142,avibase-01D755E8,Onychognathus fulgidus
1697,745,avibase-508D5CA2,Onychognathus morio
1698,744,avibase-975D0D5D,Onychognathus nabouroup
1699,2806,avibase-DB82ABEA,Onychognathus neumanni
1700,2814,avibase-E8DEABBD,Onychognathus salvadorii
1701,2816,avibase-F2C7AA06,Onychognathus tenuirostris
1702,2818,avibase-E11D6D66,Onychognathus walleri
1703,936,avibase-E6518B9D,Onychoprion anaethetus
1704,295,avibase-3E7F825D,Onychoprion fuscatus
1705,3084,avibase-91FD087B,Oreolais pulcher
1706,3086,avibase-4016F61E,Oreolais ruwenzorii
1707,916,avibase-0B870352,Oreophilais robertsi
1708,2458,avibase-68E5CE2D,Oriolia bernieri
1709,520,avibase-D4866EAE,Oriolus auratus
1710,2460,avibase-418C7CCB,Oriolus brachyrynchus
1711,909,avibase-4321596C,Oriolus chlorocephalus
1712,1143,avibase-911FAD1A,Oriolus crassirostris
1713,521,avibase-BE62734A,Oriolus larvatus
1714,2462,avibase-B6BCAD32,Oriolus monacha
1715,2464,avibase-DBBB162B,Oriolus nigripennis
1716,519,avibase-92A772BB,Oriolus oriolus
1717,2466,avibase-95A2F6E7,Oriolus percivali
1718,174,avibase-8004C7E5,Ortygornis sephaena
1719,844,avibase-8E5252EB,Ortygospiza atricollis
1721,1344,avibase-B605A049,Ortyxelos meiffrenii
1722,1914,avibase-C6F33176,Otis tarda
1723,1770,avibase-08C90B0F,Otus brucei
1724,1772,avibase-427BC65A,Otus capnodes
1725,1774,avibase-991885F0,Otus hartlaubi
1726,1776,avibase-9CD0C8FE,Otus icterorhynchus
1727,1778,avibase-0A22AE9B,Otus insularis
1728,1780,avibase-75194A63,Otus ireneae
1729,1782,avibase-EDFC0AD6,Otus moheliensis
1730,1784,avibase-A7509E6E,Otus pauliani
1731,1786,avibase-1044DCBD,Otus pembaensis
1732,1788,avibase-C64380C6,Otus rutilus
1733,1790,avibase-2C7AA154,Otus scops
1734,363,avibase-AE130644,Otus senegalensis
1735,3354,avibase-8670BFA8,Oxylabes madagascariensis
1736,1334,avibase-675EEA7F,Oxyura jamaicensis
1737,1336,avibase-2E40EF2C,Oxyura leucocephala
1738,103,avibase-1C2F4E80,Oxyura maccoa
1739,345,avibase-2AD52363,Pachycoccyx audeberti
1740,880,avibase-0D885A80,Pachyptila belcheri
1741,991,avibase-FF7A685E,Pachyptila crassirostris
1742,22,avibase-105C306C,Pachyptila desolata
1743,878,avibase-A819451A,Pachyptila salvini
1744,879,avibase-ED1DDABB,Pachyptila turtur
1745,21,avibase-93860B9B,Pachyptila vittata
1746,993,avibase-BB999943,Pagodroma nivea
1747,845,avibase-EF6293B7,Paludipasser locustella
1748,172,avibase-1327AC55,Pandion haliaetus
1749,211,avibase-A927C1AE,Paragallinula angulata
1750,3832,avibase-6B6E52A1,Parmoptila rubrifrons
1751,1144,avibase-06C33419,Parmoptila woodhousei
1752,3362,avibase-B1400E68,Sylvia galinieri
1753,1186,avibase-E15BC0CB,Parus major
1754,3842,avibase-1D25E0DB,Passer castanopterus
1755,3844,avibase-A3D20D11,Passer cordofanicus
1756,4142,avibase-7EB3ECC4,Passer diffusus
1757,784,avibase-240E3390,Passer domesticus
1758,3846,avibase-D8F2F78B,Passer eminibey
1759,3848,avibase-24E0C8A6,Passer euchlorus
1760,3834,avibase-DB4998D1,Passer gongonensis
1761,3852,avibase-E10D0809,Passer griseus
1762,3854,avibase-5A8E09A1,Passer hispaniolensis
1763,3856,avibase-ECD1267B,Passer iagoensis
1764,3858,avibase-E2E3F3F4,Passer insularis
1765,3860,avibase-4C373DA1,Passer luteus
1766,786,avibase-DEE88DF6,Passer melanurus
1767,3862,avibase-7D19D9ED,Passer moabiticus
1768,3864,avibase-C22FBF8D,Passer montanus
1769,785,avibase-3E2EFDA6,Passer motitensis
1770,3840,avibase-DBAB527C,Passer rufocinctus
1771,3866,avibase-126E0CFA,Passer shelleyi
1772,3868,avibase-B4037E8F,Passer simplex
1773,3836,avibase-2B55E679,Passer suahelicus
1774,3838,avibase-F375B25B,Passer swainsonii
1775,9430,avibase-24208346,Pastor roseus
1776,1021,avibase-A8C34DC9,Pavo cristatus
1777,34,avibase-E9DF118E,Pelagodroma marina
1778,986,avibase-1838EC86,Pelecanoides georgicus
1779,38,avibase-8A40716A,Pelecanoides urinatrix
1780,2212,avibase-7C6D8BA2,Pelecanus crispus
1781,42,avibase-8BAFB01E,Pelecanus onocrotalus
1782,41,avibase-8D24E93C,Pelecanus rufescens
1783,1210,avibase-0EA1D390,Peliperdix albogularis
1784,1212,avibase-E11585DB,Peliperdix lathami
1785,1214,avibase-CE6D7D2F,Campocolinus schlegelii
1786,2862,avibase-166CD440,Periparus ater
1787,132,avibase-ED5A7E8F,Pernis apivorus
1788,2140,avibase-1192205B,Pernis ptilorhynchus
1789,2888,avibase-91BD7FA4,Petrochelidon fuliginosa
1790,2900,avibase-BBDD34B2,Petrochelidon perdita
1791,2902,avibase-AC11EBBB,Petrochelidon preussi
1792,963,avibase-D134B7F0,Petrochelidon rufigula
1793,504,avibase-7D1AE743,Petrochelidon spilodera
1794,3872,avibase-F8748F12,Petronia petronia
1795,953,avibase-7EE005BD,Phaethon aethereus
1796,40,avibase-1D07B501,Phaethon lepturus
1797,39,avibase-C412CD62,Phaethon rubricauda
1798,2176,avibase-CECC7B26,Phalacrocorax aristotelis
1799,48,avibase-AE61BF48,Phalacrocorax capensis
1800,9638,avibase-849B4EE5,Phalacrocorax carbo
1801,47,avibase-B38FDD3E,Phalacrocorax lucidus
1802,49,avibase-37D2AC51,Phalacrocorax neglectus
1803,2180,avibase-7947E603,Phalacrocorax nigrogularis
1804,271,avibase-18A19380,Phalaropus fulicarius
1805,272,avibase-E6F3BA54,Phalaropus lobatus
1806,929,avibase-667C6969,Phalaropus tricolor
1807,908,avibase-6C7BEEC6,Phedina borbonica
1808,2906,avibase-118ACEB7,Phedina brazzae
1809,2270,avibase-90A9B4AC,Philepitta castanea
1810,2272,avibase-C0927887,Philepitta schlegeli
1811,783,avibase-7799DC8B,Philetairus socius
1812,1732,vibase-07C0389D,Phodilus prigoginei
1813,1012,avibase-98FB6D4B,Phoebastria immutabilis
1814,12,avibase-4976BF1D,Phoebetria fusca
1815,876,avibase-1819ECCE,Phoebetria palpebrata
1816,87,avibase-B06A9079,Phoeniconaias minor
1817,86,avibase-0F9B5174,Phoenicopterus roseus
1818,1516,avibase-D1FFB474,Phoeniculus bollei
1819,1518,avibase-8CC7216A,Phoeniculus castaneiceps
1820,420,avibase-36EAC210,Phoeniculus damarensis
1821,1520,avibase-8F18EC0A,Phoeniculus granti
1822,419,avibase-28CACA8F,Phoeniculus purpureus
1823,1522,avibase-68A80086,Phoeniculus somaliensis
1824,2694,avibase-7A8D10C0,Phoenicurus moussieri
1825,2696,avibase-612B5C24,Phoenicurus ochruros
1826,1004,avibase-06DD9D95,Phoenicurus phoenicurus
1827,2878,avibase-798648B9,Pholidornis rushiae
1828,653,avibase-23670191,Phragmacia substriata
1829,3364,avibase-7827B822,Phyllanthus atripennis
1830,3002,avibase-D4CB1B89,Phyllastrephus albigularis
1831,3000,avibase-ACB92E07,Phyllastrephus alfredi
1832,3006,avibase-D5A35997,Phyllastrephus baumanni
1833,1086,avibase-3029C547,Phyllastrephus cabanisi
1834,965,avibase-7CE29E0E,Phyllastrephus cerviniventris
1835,548,avibase-FA137697,Phyllastrephus debilis
1836,2998,avibase-2DA2C52F,Phyllastrephus fischeri
1837,547,avibase-3D343275,Phyllastrephus flavostriatus
1838,3010,avibase-146387FC,Phyllastrephus fulviventris
1839,3012,avibase-2E3D5AAF,Phyllastrephus hypochloris
1840,1145,avibase-DD741082,Phyllastrephus icterinus
1841,3014,avibase-4818818A,Phyllastrephus leucolepis
1842,3016,avibase-4B94ECF0,Phyllastrephus lorenzi
1843,541,avibase-CF1DDF4E,Phyllastrephus placidus
1844,1146,avibase-B6EA8FA2,Phyllastrephus poensis
1845,3020,avibase-04A5B0F9,Phyllastrephus poliocephalus
1846,3022,avibase-E781F61C,Phyllastrephus scandens
1847,3024,avibase-29820AD9,Phyllastrephus strepitans
1848,546,avibase-07FD1D4C,Phyllastrephus terrestris
1849,3028,avibase-1D1C9EDA,Phyllastrephus xavieri
1850,3176,avibase-DFC5A27D,Phyllolais pulchella
1851,1055,avibase-E0C31BA6,Phylloscopus affinis
1852,3366,avibase-C00674ED,Phylloscopus bonelli
1853,3370,avibase-132E0773,Phylloscopus budongoensis
1854,1054,avibase-F9F4B04D,Phylloscopus collybita
1855,3372,avibase-96819591,Phylloscopus fuscatus
1856,3374,avibase-7CECD0FB,Phylloscopus herberti
1857,3368,avibase-12EE678E,Phylloscopus ibericus
1858,3376,avibase-0C120038,Phylloscopus inornatus
1859,3378,avibase-A75DF142,Phylloscopus laetus
1860,1091,avibase-A10F5F87,Phylloscopus laurae
1861,3388,avibase-943E36CA,Phylloscopus proregulus
1862,671,avibase-F6B77E64,Phylloscopus ruficapilla
1863,3380,avibase-9A536399,Phylloscopus schwarzi
1864,947,avibase-572C4C7F,Phylloscopus sibilatrix
1865,599,avibase-88F4B969,Phylloscopus trochilus
1866,3382,avibase-E22B8495,Phylloscopus umbrovirens
1867,2468,avibase-FBBBA943,Pica pica
1868,2534,avibase-30365337,Picathartes gymnocephalus
1869,2536,avibase-C9B244E1,Picathartes oreas
1870,1412,avibase-42CF31E9,Picus vaillantii
1871,2552,avibase-8EB0AB41,Pinarochroa sordida
1872,3560,avibase-148AA192,Pinarocorys erythropygia
1873,464,avibase-511C1E5A,Pinarocorys nigricans
1874,538,avibase-ECCFBEB5,Pinarornis plumosus
1875,455,avibase-373286B2,Pitta angolensis
1876,2258,avibase-C43C7532,Pitta reichenowi
1877,85,avibase-F86BB1D3,Platalea alba
1878,2210,avibase-A0A584C1,Platalea leucorodia
1879,2396,avibase-E8A10389,Platysteira albifrons
1880,2394,avibase-5369EE11,Platysteira blissetti
1881,2398,avibase-8D562259,Platysteira castanea
1882,2402,avibase-8091726A,Platysteira chalybea
1883,1125,avibase-3B66D504,Platysteira concreta
1884,1148,avibase-E15225F1,Platysteira cyanea
1885,2470,avibase-95172DDC,Platysteira laticincta
1886,677,avibase-16935B44,Platysteira peltata
1887,2400,avibase-DA3F921A,Platysteira tonsa
1888,4060,avibase-9BEBC025,Plectrophenax nivalis
1889,88,avibase-EB01B24C,Plectropterus gambensis
1890,83,avibase-D4540F88,Plegadis falcinellus
1891,3876,avibase-5011E123,Plocepasser donaldsoni
1892,780,avibase-94C71DF6,Plocepasser mahali
1893,782,avibase-B8B882AE,Plocepasser rufoscapulatus
1894,3878,avibase-2C504059,Plocepasser superciliosus
1895,3884,avibase-E6E4F15D,Ploceus albinucha
1896,3886,avibase-63A997EA,Ploceus alienus
1897,795,avibase-7BB02508,Ploceus angolensis
1898,3888,avibase-2C42345F,Ploceus aurantius
1899,3890,avibase-79264A96,Ploceus aureonucha
1900,3892,avibase-6E00B2C6,Ploceus badius
1901,476,avibase-BE1FE156,Ploceus baglafecht
1902,3894,avibase-8F52076C,Ploceus bannermani
1903,3896,avibase-8395D0B4,Ploceus batesi
1904,4183,avibase-AE1F2524,Ploceus benghalensis
1905,798,avibase-42F3647E,Ploceus bertrandi
1906,790,avibase-70312286,Ploceus bicolor
1907,3898,avibase-F40197D6,Ploceus bojeri
1908,3900,avibase-98820857,Ploceus burnieri
1909,799,avibase-9526D2F3,Ploceus capensis
1910,3902,avibase-2379E3EB,Ploceus castaneiceps
1911,3904,avibase-F9FB0226,Ploceus castanops
1912,797,avibase-E8AA9E1C,Ploceus cucullatus
1913,3906,avibase-2E4A97D9,Ploceus dichrocephalus
1914,3908,avibase-C34E4EF3,Ploceus dorsomaculatus
1915,3792,avibase-3A590685,Ploceus flavipes
1916,3910,avibase-9F7489D0,Ploceus galbula
1917,3912,avibase-2A2CC7B3,Ploceus golandi
1918,1149,avibase-9569D117,Ploceus grandis
1919,3914,avibase-D8E67602,Ploceus heuglini
1920,4184,avibase-1203E244,Ploceus hypoxanthus
1921,1150,avibase-C649EA57,Ploceus insignis
1922,792,avibase-E069A0BB,Ploceus intermedius
1923,3916,avibase-DF0759C0,Ploceus jacksoni
1924,3882,avibase-637795BE,Ploceus katangae
1925,3918,avibase-1373D324,Ploceus luteolus
1926,3920,avibase-29FF745B,Ploceus manyar
1927,4185,avibase-47903D44,Ploceus megarhynchus
1928,3922,avibase-19D053B3,Ploceus melanocephalus
1929,1151,avibase-B38CE692,Ploceus melanogaster
1930,3924,avibase-263E6762,Ploceus nelicourvi
1931,3926,avibase-ECDFEAF6,Ploceus nicolli
1932,1152,avibase-20D915AD,Ploceus nigerrimus
1933,1187,avibase-55997100,Ploceus nigricollis
1934,3928,avibase-9FB7D020,Ploceus nigrimentus
1935,791,avibase-CA4839B2,Ploceus ocularis
1936,919,avibase-6B5D78CE,Ploceus olivaceiceps
1937,1065,avibase-36C24C3D,Ploceus pelzelni
1938,4186,avibase-03DE2091,Ploceus philippinus
1939,3930,avibase-38D07CD0,Ploceus preussi
1940,1096,avibase-CFC74E20,Ploceus princeps
1941,811,avibase-A23369E3,Ploceus reichardi
1942,796,avibase-01BFAE61,Ploceus rubiginosus
1943,3880,avibase-B4E50529,Ploceus ruweti
1944,3932,avibase-E979E67D,Ploceus sakalava
1945,1166,avibase-A1709D2B,Ploceus sanctithomae
1946,3934,avibase-4DC2B23C,Ploceus spekei
1947,3936,avibase-4436DD6C,Ploceus spekeoides
1948,800,avibase-86BEAFA6,Ploceus subaureus
1949,3938,avibase-23CA12EF,Ploceus subpersonatus
1950,3830,avibase-0405CA69,Ploceus superciliosus
1951,3940,avibase-6A84BDB8,Ploceus taeniopterus
1952,3942,avibase-476A437E,Ploceus temporalis
1953,3944,avibase-BE85C81E,Ploceus tricolor
1954,803,avibase-A36C5049,Ploceus velatus
1955,1153,avibase-FC6C191F,Ploceus vitellinus
1956,3946,avibase-341298B9,Ploceus weynsi
1957,801,avibase-2D86B0D2,Ploceus xanthops
1958,802,avibase-E72166BD,Ploceus xanthopterus
1959,2010,avibase-25A20BA6,Pluvialis apricaria
1960,922,avibase-2143A852,Pluvialis dominica
1961,1039,avibase-07C11CF3,Pluvialis fulva
1962,241,avibase-27903EF7,Pluvialis squatarola
1963,2032,avibase-1B28A4B6,Pluvianus aegyptius
1964,213,avibase-46DECAEE,Podica senegalensis
1965,2166,avibase-018B3169,Podiceps auritus
1966,4,avibase-8F269702,Podiceps cristatus
1967,2168,avibase-1CBD2CED,Podiceps grisegena
1968,5,avibase-32DCEC14,Podiceps nigricollis
1969,2820,avibase-1350773F,Poeoptera femoralis
1970,2824,avibase-295B9665,Poeoptera kenricki
1971,2826,avibase-E2FB8C49,Poeoptera lugubris
1972,2822,avibase-D6F2837E,Poeoptera sharpii
1973,2828,avibase-AEC1B69C,Poeoptera stuhlmanni
1974,1438,avibase-90373466,Pogoniulus atroflavus
1975,438,avibase-7749C92B,Pogoniulus bilineatus
1976,437,avibase-2F467821,Pogoniulus chrysoconus
1977,1440,avibase-2D822644,Pogoniulus coryphaea
1978,1442,avibase-7BEB0003,Pogoniulus leucomystax
1979,436,avibase-A4CF3B9E,Pogoniulus pusillus
1980,1446,avibase-EEA161A8,Pogoniulus scolopaceus
1981,905,avibase-5238FF10,Pogoniulus simplex
1982,1448,avibase-523991EF,Pogoniulus subsulphureus
1983,589,avibase-230A0342,Pogonocichla stellata
1984,1652,avibase-6C96E81B,Poicephalus crassus
1985,328,avibase-4A039821,Poicephalus cryptoxanthus
1986,1654,avibase-8413D9A5,Poicephalus flavifrons
1987,1650,avibase-0EB10DB3,Poicephalus fuscicollis
1988,1656,avibase-83D329B5,Poicephalus gulielmi
1989,327,avibase-0ECD9D58,Poicephalus meyeri
1990,4132,avibase-2F4B17A7,Poicephalus robustus
1991,329,avibase-E37F25F7,Poicephalus rueppellii
1992,1658,avibase-69661C7D,Poicephalus rufiventris
1993,1660,avibase-D7F9C6B5,Poicephalus senegalus
1994,142,avibase-FDA2E4A3,Polemaetus bellicosus
1995,126,avibase-3B52D2B8,Polihierax semitorquatus
1996,1154,avibase-D083C7B8,Poliolais lopezi
1997,2142,avibase-0513AFBF,Polyboroides radiatus
1998,171,avibase-C505EA72,Polyboroides typus
1999,209,avibase-53288666,Porphyrio alleni
2000,208,avibase-865C039E,Porphyrio madagascariensis
2001,893,avibase-72A4F8EB,Porphyrio martinica
2002,1934,avibase-9106EBE6,Porzana parva
2003,201,avibase-460708F9,Porzana porzana
2004,1155,avibase-01A7F964,Prinia bairdii
2005,650,avibase-10988568,Prinia flavicans
2006,3184,avibase-1CB41EB5,Prinia fluviatilis
2007,3186,avibase-0FB5894F,Prinia gracilis
2008,1049,avibase-36261312,Prinia hypoxantha
2009,4139,avibase-4CDA27A3,Prinia maculosa
2011,3182,avibase-80E8EBB8,Prinia melanops
2012,1156,avibase-843FF082,Prinia molleri
2013,3188,avibase-319F6754,Prinia somalica
2014,649,avibase-63F72CA7,Prinia subflava
2015,2472,avibase-523B438A,Prionops alberti
2016,2474,avibase-B1EF3E4F,Prionops caniceps
2017,2476,avibase-A7E4E1E5,Prionops gabela
2018,727,avibase-3996ECD0,Prionops plumatus
2019,2478,avibase-1F2F7323,Prionops poliolophus
2020,728,avibase-5B9EA71C,Prionops retzii
2021,2480,avibase-1B2AF453,Prionops rufiventris
2022,729,avibase-E27EEDC5,Prionops scopifrons
2023,4137,avibase-35EB45A0,Procellaria aequinoctialis
2024,24,avibase-843C1B86,Procellaria cinerea
2025,2240,avibase-F2ED14C9,Procellaria conspicillata
2026,1364,avibase-7884F0D6,Prodotiscus insignis
2027,443,avibase-8DB3F1A2,Prodotiscus regulus
2028,444,avibase-B20CDCE3,Prodotiscus zambesiae
2029,749,avibase-AEE09552,Promerops cafer
2030,750,avibase-EDEE3E5C,Promerops gurneyi
2031,3948,avibase-A783468F,Prunella collaris
2032,3950,avibase-26530C86,Prunella modularis
2033,1056,avibase-0158561B,Prunella rubeculoides
2034,964,avibase-88AAE3D3,Psalidoprocne albiceps
2035,2924,avibase-F9E192E8,Psalidoprocne fuliginosa
2036,2926,avibase-C780C198,Psalidoprocne nitens
2037,2928,avibase-8CA8B659,Psalidoprocne obscura
2038,512,avibase-DF05265E,Psalidoprocne orientalis
2039,511,avibase-4AC57370,Psalidoprocne pristoptera
2040,587,avibase-68B8466C,Chamaetylas choloensis
2041,499,avibase-97E7A30B,Pseudhirundo griseopyga
2042,2482,avibase-7BB35115,Pseudobias wardi
2043,2242,avibase-9331EDA7,Pseudobulweria aterrima
2044,2260,avibase-B8AE6DAF,Pseudocalyptomena graueri
2045,2930,avibase-F0C6A985,Pseudochelidon eurystomina
2046,3952,avibase-573C3683,Pseudonigrita arnaudi
2047,3954,avibase-65856D49,Pseudonigrita cabanisi
2048,1024,avibase-109000B4,Psittacula cyanocephala
2049,1662,avibase-69F1E2FC,Psittacula eques
2050,941,avibase-6B1CFC3C,Psittacula krameri
2051,1664,avibase-3DE7F2AD,Psittacus erithacus
2052,182,avibase-9E356E43,Pternistis adspersus
2053,188,avibase-5FA94F66,Pternistis afer
2054,1216,avibase-CA53B18D,Pternistis ahantensis
2055,1218,avibase-D8267ADE,Pternistis bicalcaratus
2056,1220,avibase-D40CAF0C,Pternistis camerunensis
2057,181,avibase-6405CD29,Pternistis capensis
2058,1222,avibase-81474844,Pternistis castaneicollis
2059,1224,avibase-6EB4D5DE,Pternistis clappertoni
2060,1226,avibase-6C4A6597,Pternistis erckelii
2061,1228,avibase-7A8E73BF,Pternistis griseostriatus
2062,184,avibase-56FA0FE6,Pternistis hartlaubi
2063,1230,avibase-02D73B4A,Pternistis harwoodi
2064,954,avibase-F5A73AAA,Pternistis hildebrandti
2065,1232,avibase-3EAF578D,Pternistis icterorhynchus
2066,1234,avibase-A7E59764,Pternistis jacksoni
2067,1236,avibase-90AFDF9E,Pternistis leucoscepus
2068,183,avibase-A7002FF6,Pternistis natalensis
2069,1240,avibase-DA7CA265,Pternistis nobilis
2070,1242,avibase-20C06F73,Pternistis ochropectus
2071,1244,avibase-DB3EB527,Pternistis rufopictus
2072,1246,avibase-1B11690B,Pternistis squamatus
2073,185,avibase-721FFBD4,Pternistis swainsonii
2074,1248,avibase-3A5FE639,Pternistis swierstrai
2075,1954,avibase-493C4CF8,Pterocles alchata
2076,310,avibase-54059277,Pterocles bicinctus
2077,308,avibase-176A4101,Pterocles burchelli
2078,1956,avibase-90194DA5,Pterocles coronatus
2079,1958,avibase-70AFED2C,Pterocles decoratus
2080,1960,avibase-F5DE9155,Pterocles exustus
2081,309,avibase-8B6EA5FA,Pterocles gutturalis
2082,1962,avibase-F3715F7B,Pterocles lichtensteinii
2083,307,avibase-AAEF597A,Pterocles namaqua
2084,1964,avibase-06B41945,Pterocles orientalis
2085,1966,avibase-AFBB3FB7,Pterocles personatus
2086,1968,avibase-461482EA,Pterocles quadricinctus
2087,1970,avibase-942BC618,Pterocles senegallus
2088,951,avibase-8116523B,Pterodroma arminjoniana
2089,2244,avibase-D956176F,Pterodroma baraui
2090,2246,avibase-CFE78BAC,Pterodroma feae
2091,10731,avibase-DF92B7F9,Pterodroma gouldi
2092,18,avibase-23865D25,Pterodroma incerta
2093,187,avibase-B829AC03,Pterodroma inexpectata
2094,862,avibase-7C787E7D,Pterodroma lessonii
2095,16,avibase-508E7E59,Pterodroma macroptera
2096,2248,avibase-A6EA486B,Pterodroma madeira
2097,19,avibase-12286A1E,Pterodroma mollis
2098,4121,avibase-889232C7,Pterodroma neglecta
2099,1041,avibase-AE186136,Pterodroma nigripennis
2100,1338,avibase-F28E3EB8,Pteronetta hartlaubii
2101,1238,avibase-07A42F4E,Ptilopachus nahani
2102,1250,avibase-57B05159,Ptilopachus petrosus
2103,364,avibase-023D6E38,Ptilopsis granti
2104,1792,avibase-E561A180,Ptilopsis leucotis
2105,2484,avibase-4C35510F,Ptilostomus afer
2106,506,avibase-4C7CE59C,Ptyonoprogne fuligula
2107,2884,avibase-0A739712,Ptyonoprogne obsoleta
2108,2904,avibase-6F2AF9D0,Ptyonoprogne rupestris
2109,3386,avibase-874C8B3C,Ptyrticus turdinus
2110,27,avibase-0205EDC6,Puffinus assimilis
2111,28,avibase-6DA05B66,Puffinus bailloni
2112,2250,avibase-C817F455,Puffinus boydi
2113,10726,avibase-6F4BBFE2,Puffinus elegans
2114,2252,avibase-42F573C7,Puffinus mauretanicus
2115,4153,avibase-5AEDC002,Puffinus puffinus
2116,2254,avibase-FD97EC1E,Puffinus yelkouan
2117,11491,avibase-ADC1F0C9,Pycnonotus barbatus
2118,14237,avibase-8ABE28C8,Pycnonotus barbatus inornatus
2119,543,avibase-6234824B,Pycnonotus capensis
2120,3032,avibase-B2F86107,Pycnonotus dodsoni
2121,1044,avibase-F9E37510,Pycnonotus jocosus
2122,544,avibase-9EF3E079,Pycnonotus nigricans
2124,3034,avibase-958DA0E0,Pycnonotus somaliensis
2125,545,avibase-4CCFF282,Pycnonotus tricolor
2126,3038,avibase-24B66475,Pycnonotus xanthopygos
