"ID","ADU","TAXON CONCEPT ID","SCIENTIFIC NAME"
1088,2588,avibase-8B037156,Fraseria ocreata
1089,2040,avibase-2771624B,Fratercula arctica
1090,2214,avibase-67200E8E,Fregata andrewsi
1091,2216,avibase-00E090F8,Fregata aquila
1092,1013,avibase-09ED7E92,Fregata ariel
1093,2218,avibase-8AA3B42E,Fregata magnificens
1094,53,avibase-788EBCAB,Fregata minor
1095,37,avibase-224E1093,Fregetta grallaria
1096,36,avibase-ACE8EADE,Fregetta tropica
1097,870,avibase-6364E4A5,Fringilla coelebs
1098,4050,avibase-E16B2C03,Fringilla montifringilla
1099,1930,avibase-B682B2A9,Fulica atra
1100,212,avibase-53235FDC,Fulica cristata
1101,2232,avibase-049D9AEA,Fulmarus glacialis
1102,15,avibase-10C2881A,Fulmarus glacialoides
1103,1820,avibase-D0AA9105,Gactornis enarratus
1104,3506,avibase-FC79EB47,Galerida cristata
1105,463,avibase-6CC67AB9,Galerida magnirostris
1106,3508,avibase-0E6D5DBE,Galerida modesta
1107,3510,avibase-5351025C,Galerida theklae
1108,957,avibase-9151E0BA,Gallinago gallinago
1109,1982,avibase-11B37CB0,Gallinago macrodactyla
1110,249,avibase-BCCD5840,Gallinago media
1111,250,avibase-831FC147,Gallinago nigripennis
1112,1984,avibase-EE61E2CA,Gallinago stenura
1113,210,avibase-8F82FF8C,Gallinula chloropus
1114,1706,avibase-FE42CA06,Gallirex johnstoni
1115,337,avibase-76E45A19,Gallirex porphyreolophus
1116,35,avibase-F5C74C92,Garrodia nereis
1117,2416,avibase-D8D10F2C,Garrulus glandarius
1118,2222,avibase-CA5852BE,Gavia arctica
1119,2224,avibase-7E022378,Gavia immer
1120,2226,avibase-6C50988A,Gavia stellata
1121,902,avibase-87168739,Gelochelidon nilotica
1122,1542,avibase-7821A1F0,Geobiastes squamiger
1123,445,avibase-D1B9D410,Geocolaptes olivaceus
1124,2764,avibase-4745E8A7,Geokichla crossleyi
1125,556,avibase-45C55FDE,Geokichla gurneyi
1126,558,avibase-60A39CF9,Geokichla guttata
1127,2766,avibase-05BC1F90,Geokichla oberlaenderi
1128,2768,avibase-C54DCA26,Geokichla piaggiae
1129,2760,avibase-CF01A4C8,Geokichla piaggiae tanganjicae
1130,2770,avibase-CB1E8753,Geokichla princei
1131,1173,avibase-91C3A5E9,Geopelia striata
1132,82,avibase-645134D3,Geronticus calvus
1133,2206,avibase-B20FECE2,Geronticus eremita
1134,2028,avibase-B21AF428,Glareola cinerea
1135,2030,avibase-3222F80F,Glareola maldivarum
1136,282,avibase-E1F6A875,Glareola nordmanni
1137,283,avibase-95820ED1,Glareola nuchalis
1138,898,avibase-AC0F25BB,Glareola ocularis
1139,281,avibase-D56ABB4E,Glareola pratincola
1140,842,avibase-BC75EA9A,Glaucestrilda perreini
1141,920,avibase-3161DF72,Glaucestrilda thomensis
1142,1802,avibase-AFD0411D,Glaucidium albertinum
1143,366,avibase-77FEB897,Glaucidium capense
1144,365,avibase-70CB00EC,Glaucidium perlatum
1145,1762,avibase-9C464D6F,Glaucidium sjostedti
1146,1764,avibase-E05A96F3,Glaucidium tephronotum
1147,70,avibase-3C12AA44,Gorsachius leuconotus
1148,2772,avibase-D9E58EA7,Grafisia torquata
1149,3172,avibase-07AE29DF,Graueria vittata
1150,215,avibase-38963CAC,Grus carunculata
1151,1922,avibase-99B8841E,Grus grus
1152,216,avibase-361AC269,Grus paradisea
1153,1920,avibase-64DDD14D,Grus virgo
1154,1266,avibase-374253A6,Guttera plumifera
1155,193,avibase-35D60F12,Guttera pucherani
1156,302,avibase-05C7074B,Gygis alba
1157,1416,avibase-95054CA5,Gymnobucco bonapartei
1158,1130,avibase-F06B282B,Gymnobucco calvus
1159,1418,avibase-92757910,Gymnobucco peli
1160,1420,avibase-57F532BB,Gymnobucco sladeni
1161,3870,avibase-969A369C,Gymnoris dentata
1162,3874,avibase-FCD72CEE,Gymnoris pyrgita
1163,788,avibase-E323BF95,Gymnoris superciliaris
1164,150,avibase-81DB7410,Gypaetus barbatus
1165,112,avibase-14885C18,Gypohierax angolensis
1166,107,avibase-0419DDC2,Gyps africanus
1167,106,avibase-F85BEEB4,Gyps coprotheres
1168,2128,avibase-5D1987CE,Gyps fulvus
1169,1029,avibase-76B512B1,Gyps rueppelli
1170,231,avibase-C078081E,Haematopus moquini
1171,894,avibase-ED663165,Haematopus ostralegus
1172,402,avibase-C5D3CB2A,Halcyon albiventris
1173,1560,avibase-BD366A8F,Halcyon badia
1174,403,avibase-AB51824B,Halcyon chelicuti
1175,401,avibase-178B6892,Halcyon leucocephala
1176,1131,avibase-0D8BDD35,Halcyon malimbica
1177,399,avibase-47E71671,Halcyon senegalensis
1178,400,avibase-1F360691,Halcyon senegaloides
1179,1562,avibase-B30B6781,Halcyon smyrnensis
1180,2130,avibase-5A3D91D3,Haliaeetus albicilla
1181,149,avibase-A19B0CF4,Haliaeetus vocifer
1182,2132,avibase-A877BECE,Haliaeetus vociferoides
1183,20,avibase-68D6A13A,Halobaena caerulea
1184,3322,avibase-3BDC2A16,Hartertula flavoviridis
1185,2830,avibase-9D7AA862,Hartlaubius auratus
1186,771,avibase-1611F295,Hedydipna collaris
1187,3572,avibase-8333D907,Hedydipna metallica
1188,3574,avibase-0B4F3AA2,Hedydipna pallidigaster
1189,3576,avibase-B0E7740F,Hedydipna platura
1190,620,avibase-C67FD539,Heliolais erythropterus
1191,3512,avibase-216207A9,Heteromirafra archeri
1192,473,avibase-2B8E5C63,Heteromirafra ruddi
1193,140,avibase-7DF00403,Hieraaetus ayresii
1194,139,avibase-4B8CC285,Hieraaetus pennatus
1195,137,avibase-535F3C99,Hieraaetus wahlbergi
1196,270,avibase-3CAEB7CE,Himantopus himantopus
1197,1932,avibase-8D6E495E,Himantornis haematopus
1198,596,avibase-869C978C,Hippolais icterina
1199,3276,avibase-B10AD127,Hippolais languida
1200,597,avibase-791DED18,Hippolais olivetorum
1201,3280,avibase-DCDD1BCA,Hippolais polyglotta
1202,2886,avibase-42E93B64,Hirundo aethiopica
1203,495,avibase-E7755BD1,Hirundo albigularis
1204,494,avibase-B418B155,Hirundo angolensis
1205,497,avibase-CB7FB32A,Hirundo atrocaerulea
1206,498,avibase-0E5AB5F0,Hirundo dimidiata
1207,2890,avibase-29D93FC2,Hirundo leucosoma
1208,2892,avibase-F401ECCF,Hirundo lucida
1209,2894,avibase-BAAFB1BC,Hirundo megaensis
1210,2896,avibase-0116C834,Hirundo nigrita
1211,2898,avibase-10605B6E,Hirundo nigrorufa
1212,493,avibase-F93910B4,Hirundo rustica
1213,496,avibase-B79D6B3D,Hirundo smithii
1214,3766,avibase-FD2FEFFD,Histurgops ruficauda
1215,1486,avibase-8009A6BC,Horizocerus albocristatus
1216,1496,avibase-66D85117,Horizocerus hartlaubi
1217,1094,avibase-1D1BD2CA,Horizorhinus dohrni
1218,2590,avibase-D6E30413,Humblotia flavirostris
1219,30,avibase-E1638A37,Hydrobates pelagicus
1220,2068,avibase-F89FD6E3,Hydrocoloeus minutus
1221,290,avibase-BC06BC0D,Hydroprogne caspia
1222,3282,avibase-98BA31AA,Hylia prasina
1223,668,avibase-F840409E,Hyliota australis
1224,670,avibase-0F82D614,Hyliota flavigaster
1225,3284,avibase-BC190F25,Hyliota usambara
1226,3286,avibase-9187C7FC,Hyliota violacea
1227,2774,avibase-60B48D34,Hylopsar cupreocauda
1228,2776,avibase-A8BD788E,Hylopsar purpureiceps
1229,831,avibase-7970DC5F,Hypargos margaritatus
1230,832,avibase-50490520,Hypargos niveoguttatus
1231,3174,avibase-31557605,Hypergerus atriceps
1232,3046,avibase-D08193E0,Hypocolius ampelinus
1233,2418,avibase-667C4DAB,Hypositta corallirostris
1234,2986,avibase-E55C03F8,Hypsipetes borbonicus
1235,2988,avibase-5E2E4545,Hypsipetes crassirostris
1236,1070,avibase-5089E131,Hypsipetes madagascariensis
1237,2990,avibase-650CC5B3,Hypsipetes olivaceus
1238,2992,avibase-105A8F99,Hypsipetes parvirostris
1239,2048,avibase-F7B9355E,Ichthyaetus audouinii
1240,2058,avibase-67D43542,Ichthyaetus hemprichii
1241,900,avibase-A7F240E3,Ichthyaetus leucophthalmus
1242,2066,avibase-052BFA8A,Ichthyaetus melanocephalus
1243,3224,avibase-213C212A,Iduna aedon
1244,666,avibase-EBBD09CA,Iduna natalensis
1245,14226,avibase-A7275096,Iduna opaca
1246,3278,avibase-BAE527A2,Iduna pallida
1247,14230,avibase-7D7541EB,Iduna pallida elaeica
1248,14231,avibase-D34262ED,Iduna pallida pallida
1249,14232,avibase-DEF62556,Iduna pallida reiseri
1250,471,avibase-E999FD2D,Iduna similis
1251,1193,avibase-2D157C82,Illadopsis albipectus
1252,3288,avibase-58BB1A14,Illadopsis cleaveri
1253,1181,avibase-3805ACAD,Illadopsis fulvescens
1254,3290,avibase-0058E798,Illadopsis puveli
1255,3292,avibase-596BDE51,Illadopsis pyrrhoptera
1256,3294,avibase-640FA04F,Illadopsis rufescens
1257,3296,avibase-64078193,Illadopsis rufipennis
1258,3096,avibase-ACD5DE47,Incana incana
1259,1350,avibase-0AC6CF82,Indicator conirostris
1260,1132,avibase-BFF3AA65,Indicator exilis
1261,440,avibase-862749B0,Indicator indicator
1262,1352,avibase-499B3C64,Indicator maculatus
1263,906,avibase-5B74A911,Indicator meliphilus
1264,442,avibase-E9ED7248,Indicator minor
1265,1354,avibase-C9DFE942,Indicator pumilio
1266,441,avibase-7EF4C99C,Indicator variegatus
1267,1356,avibase-4373396F,Indicator willcocksi
1268,11000,avibase-FDD62B5C,Iole cacharensis
1269,2592,avibase-73BD4B29,Irania gutturalis
1270,1556,avibase-9BE54916,Ispidina lecontei
1271,398,avibase-C0998BB9,Ispidina picta
1272,67,avibase-7AAD57AC,Ixobrychus minutus
1273,2194,avibase-1BFBF5D5,Ixobrychus sinensis
1274,66,avibase-87EEBD3E,Ixobrychus sturmii
1275,2994,avibase-33703E6F,Ixonotus guttatus
1276,1766,avibase-15A1DBE8,Jubula lettii
1277,453,avibase-93EC5E12,Jynx ruficollis
1278,1402,avibase-B2E6AB9F,Jynx torquilla
1279,1133,avibase-FC1BE879,Kakamega poliothorax
1280,144,avibase-3EEB66ED,Kaupifalco monogrammicus
1281,3298,avibase-722187E9,Kupeornis chapini
1282,3300,avibase-AD7B6E81,Kupeornis gilberti
1283,3302,avibase-27E0131C,Kupeornis rufocinctus
1284,3774,avibase-C1898D74,Lagonosticta landanae
1285,3776,avibase-88C74BEE,Lagonosticta larvata
1286,836,avibase-995975D1,Lagonosticta nitidula
1287,3778,avibase-27012CC9,Lagonosticta rara
1288,835,avibase-871F32D9,Lagonosticta rhodopareia
1289,833,avibase-A6034D7F,Lagonosticta rubricata
1290,3768,avibase-43FE4788,Lagonosticta rufopicta
1291,3780,avibase-25D648E7,Lagonosticta sanguinodorsalis
1292,837,avibase-B4A4E4BF,Lagonosticta senegala
1293,3770,avibase-D2EDC42A,Lagonosticta umbrinodorsalis
1294,3772,avibase-8AC4DC43,Lagonosticta virata
1295,741,avibase-D5703E7A,Lamprotornis acuticaudus
1296,2834,avibase-A77D4A77,Lamprotornis albicapillus
1297,743,avibase-996AF595,Lamprotornis australis
1298,746,avibase-C244BE28,Lamprotornis bicolor
1299,2784,avibase-56713D11,Lamprotornis caudatus
1300,2786,avibase-AEEED5D0,Lamprotornis chalcurus
1301,738,avibase-7DDB347E,Lamprotornis chalybaeus
1302,7863,avibase-0319D393,Lamprotornis chloropterus
1303,739,avibase-951890AD,Lamprotornis elisabeth
1304,2836,avibase-4FF4CAF8,Lamprotornis fischeri
1305,2788,avibase-621F6E07,Lamprotornis hildebrandti
1306,1003,avibase-86BC7EC3,Lamprotornis iris
1307,742,avibase-69598630,Lamprotornis mevesii
1308,737,avibase-57BBB7F1,Lamprotornis nitens
1309,1134,avibase-A7EA21CA,Lamprotornis ornatus
1310,2790,avibase-B92C3566,Lamprotornis pulcher
1311,2792,avibase-6A0BA87A,Lamprotornis purpureus
1312,2794,avibase-3BB2565D,Lamprotornis purpuroptera
1313,2778,avibase-EE674721,Lamprotornis regius
1314,2796,avibase-B24A13C7,Lamprotornis shelleyi
1315,2798,avibase-18B10CF9,Lamprotornis splendidus
1316,2800,avibase-405CCAAE,Lamprotornis superbus
1317,2780,avibase-6BFEA7BE,Lamprotornis unicolor
1318,14193,avibase-EBC3B53B,Laniarius aethiopicus
1319,2422,avibase-EB2CB5F5,Laniarius amboimensis
1320,711,avibase-9B33F957,Laniarius atrococcineus
1321,1135,avibase-0D6B8ACA,Laniarius atroflavus
1322,2424,avibase-5B3BD7A0,Laniarius barbarus
1323,710,avibase-1776533D,Laniarius bicolor
1324,2426,avibase-EDE3A983,Laniarius brauni
1325,2428,avibase-5E822C9C,Laniarius erythrogaster
1326,709,avibase-2849059D,Laniarius ferrugineus
1327,732,avibase-EA283BA8,Laniarius fuelleborni
1328,2430,avibase-0868B50D,Laniarius funebris
1329,2432,avibase-3402C9BB,Laniarius leucorhynchus
1330,2436,avibase-5AF20251,Laniarius luehderi
1331,7866,avibase-07F940AA,Laniarius major
1332,2438,avibase-1E5D636D,Laniarius mufumbiri
1333,7865,avibase-E7DC526A,Laniarius nigerrimus
1334,2420,avibase-73E1A69A,Laniarius poensis
1335,2440,avibase-C59DFD44,Laniarius ruficeps
1336,7867,avibase-0133C47B,Laniarius sublacteus
1337,2442,avibase-E294BEED,Laniarius turatii
1338,726,avibase-7DF5859A,Lanioturdus torquatus
1339,2278,avibase-836EDA33,Lanius cabanisi
1340,707,avibase-B936AAF3,Lanius collaris
1341,708,avibase-F2CEFD1A,Lanius collurio
1342,1083,avibase-E4968582,Lanius cristatus
1343,2280,avibase-64772F0F,Lanius dorsalis
1344,2282,avibase-DB2501EE,Lanius excubitor
1345,2284,avibase-02B6A30C,Lanius excubitoroides
1346,2286,avibase-26DE1233,Lanius gubernator
1347,7887,avibase-5792867A,Lanius humeralis
1348,2288,avibase-97166F72,Lanius isabellinus
1349,2290,avibase-72387112,Lanius mackinnoni
1350,2294,avibase-EDE09959,Lanius meridionalis
1351,706,avibase-8852337B,Lanius minor
1352,1136,avibase-892BF67B,Lanius newtoni
1353,2296,avibase-E90CC64A,Lanius nubicus
1354,7878,avibase-EE7915A2,Lanius phoenicuroides
1355,976,avibase-7E70D490,Lanius senator
1356,2298,avibase-F7932185,Lanius somalicus
1357,918,avibase-94A446EA,Lanius souzae
1358,7888,avibase-FF6C3B9C,Larosterna inca
1359,931,avibase-F002188E,Larus argentatus
1360,2044,avibase-F6951FF7,Larus armenicus
1361,2050,avibase-93CA037F,Larus cachinnans
1362,2052,avibase-00DA9D91,Larus canus
1363,2054,avibase-23863F65,Larus delawarensis
1364,287,avibase-E6536E4E,Larus dominicanus
1365,4136,avibase-2D52E3A5,Larus fuscus
1366,2056,avibase-03AC32BA,Larus glaucescens
1367,2042,avibase-4592C07E,Larus heuglini
1368,2060,avibase-A59FA446,Larus hyperboreus
1369,2064,avibase-E826E9F3,Larus marinus
1370,3782,avibase-9E75E6F9,Lepidopygia nana
1371,2444,avibase-AD014578,Leptopterus chabert
1372,73,avibase-03C0F97C,Leptoptilos crumenifer
1373,1546,avibase-BCC6CD0D,Leptosomus discolor
1375,2178,avibase-8EAE1D03,Leucocarbo melanogenis
1376,2046,avibase-6CDC3C9C,Leucophaeus atricilla
1377,932,avibase-57C93A74,Leucophaeus pipixcan
1378,1986,avibase-CB343E43,Limnodromus scolopaceus
1379,4188,avibase-B7E68EC8,Limnodromus semipalmatus
1380,1009,avibase-93013964,Limosa haemastica
1381,266,avibase-9A684C99,Limosa lapponica
1382,265,avibase-454B5CD5,Limosa limosa
1383,4002,avibase-32635892,Linaria cannabina
1384,4010,avibase-3E8BDBBA,Linaria johannis
1385,477,avibase-80B649D4,Linurgus olivaceus
1386,542,avibase-015542ED,Lioptilus nigricapillus
1387,1906,avibase-402E7401,Lissotis hartlaubii
1388,227,avibase-562F4456,Lissotis melanogaster
1389,598,avibase-2B020CA0,Locustella fluviatilis
1390,3304,avibase-2D46BB98,Locustella luscinioides
1391,3306,avibase-BC0E4C9F,Locustella naevia
1392,8090,avibase-21C4CE6A,Lonchura bicolor
1393,823,avibase-142E4CB7,Lonchura cucullata
1394,822,avibase-64E386FE,Lonchura fringilloides
1395,824,avibase-E358EC8A,Lonchura nigriceps
1396,4058,avibase-549BEA0C,Lonchura oryzivora
1397,8100,avibase-497038CC,Lonchura quinticolor
1398,138,avibase-14B9664A,Lophaetus occipitalis
1399,427,avibase-1FDA0172,Lophoceros alboterminatus
1400,428,avibase-336CB959,Lophoceros bradfieldi
1401,1488,avibase-53D72911,Lophoceros camurus
1402,1492,avibase-4B8F7AF5,Lophoceros fasciatus
1403,1498,avibase-6D72B23C,Lophoceros hemprichii
1404,424,avibase-0CCD664D,Lophoceros nasutus
1405,1504,avibase-235F0000,Lophoceros pallidirostris
1406,2208,avibase-F6DD994A,Lophotibis cristata
1407,1900,avibase-968D57F9,Lophotis gindiana
1408,224,avibase-02BE4F8A,Lophotis ruficrista
1409,1902,avibase-8F3D1E6F,Lophotis savilei
1410,4052,avibase-135564AA,Loxia curvirostra
1411,3516,avibase-742EC2F1,Lullula arborea
1412,592,avibase-6EC66752,Luscinia luscinia
1413,2596,avibase-7C7F0DEE,Luscinia megarhynchos
1414,2598,avibase-AFD6FD81,Luscinia svecica
1415,1422,avibase-439FE608,Lybius bidentatus
1416,1424,avibase-3F31B1D6,Lybius chaplini
1417,1426,avibase-B3031527,Lybius dubius
1418,1428,avibase-0D419595,Lybius guifsobalito
1419,960,avibase-BCA0F974,Lybius leucocephalus
1420,1050,avibase-724266B4,Lybius melanopterus
1421,462,avibase-03E74ADD,Lybius minor
1422,1430,avibase-7A3818D8,Lybius rolleti
1423,1432,avibase-C477BEB1,Lybius rubrifacies
1424,431,avibase-8C50CB2D,Lybius torquatus
1425,1434,avibase-E0ED3A27,Lybius undatus
1426,1436,avibase-7DE8EBBA,Lybius vieilloti
1427,1988,avibase-1A15F0C6,Lymnocryptes minimus
1428,131,avibase-DAE4C523,Macheiramphus alcinus
1429,13,avibase-C1706A8B,Macronectes giganteus
1430,984,avibase-F504C8DE,Macronectes halli
1431,705,avibase-70129CB1,Macronyx ameliae
1432,3786,avibase-F774B577,Macronyx aurantiigula
1433,703,avibase-CA742F9D,Macronyx capensis
1434,704,avibase-0D9BFED1,Macronyx croceus
1435,3788,avibase-05AE5DFF,Macronyx flavicollis
1436,1007,avibase-14CFB78A,Macronyx fuelleborni
1437,3790,avibase-E05608A4,Macronyx grimwoodi
1438,3688,avibase-FED54E53,Macronyx sharpei
1439,3308,avibase-E5CA98CA,Macrosphenus concolor
1440,3310,avibase-931B81D9,Macrosphenus flavicans
1441,3312,avibase-CE04A51B,Macrosphenus kempi
1442,3314,avibase-D8BFA987,Macrosphenus kretschmeri
1443,3316,avibase-AD967279,Macrosphenus pulitzeri
1444,2446,avibase-9941D6E1,Malaconotus alius
1445,723,avibase-641068BB,Malaconotus blanchoti
1446,2448,avibase-2714B2A7,Malaconotus cruentus
1447,2450,avibase-5C543B0A,Malaconotus gladiator
1448,2452,avibase-ADFACA26,Malaconotus lagdeni
1449,2454,avibase-AE3EFAF9,Malaconotus monteiri
1450,619,avibase-A1CA4EB2,Malcorus pectoralis
1451,3794,avibase-50D17C91,Malimbus ballmanni
1452,3796,avibase-6E20B613,Malimbus cassini
1453,3798,avibase-7B17318C,Malimbus coronatus
1454,3800,avibase-A41AEDC9,Malimbus erythrogaster
1455,3802,avibase-228DDFAD,Malimbus ibadanensis
1456,3804,avibase-D0203B65,Malimbus malimbicus
1457,3806,avibase-E27AFD14,Malimbus nitens
1458,3808,avibase-EA26AF30,Malimbus racheliae
1459,3810,avibase-960B56F2,Malimbus rubricollis
1460,3812,avibase-13AA5A5C,Malimbus scutatus
1461,827,avibase-1A6B766A,Mandingoa nitidula
1462,1208,avibase-844ABEC0,Margaroperdix madagarensis
1463,1320,avibase-6362936E,Marmaronetta angustirostris
1464,2456,avibase-18A968DB,Megabyas flammulatus
1465,395,avibase-F51C1C4A,Megaceryle maxima
1466,68,avibase-9DF07165,Megadyptes antipodes
1467,2604,avibase-A920880B,Melaenornis annamarulae
1468,2606,avibase-C25A248F,Melaenornis ardesiacus
1469,2602,avibase-167C67BA,Melaenornis brunneus
1470,669,avibase-373E54E6,Melaenornis chocolatinus
1471,2608,avibase-F188F8C8,Melaenornis edolioides
1472,2600,avibase-3809131C,Melaenornis fischeri
1473,663,avibase-6E8F3B30,Melaenornis infuscatus
1474,661,avibase-561780A5,Melaenornis mariquensis
1475,2544,avibase-DABC20A1,Melaenornis microrhynchus
1476,662,avibase-FA03A965,Melaenornis pallidus
1477,664,avibase-8A9A7AAA,Melaenornis pammelaina
1478,665,avibase-FD391374,Melaenornis silens
1479,525,avibase-3814F5D0,Melaniparus afer
1480,2860,avibase-C8880D28,Melaniparus albiventris
1481,528,avibase-CB39188F,Melaniparus carpi
1482,514,avibase-42478D2D,Melaniparus cinerascens
1483,2866,avibase-57C44300,Melaniparus fasciiventer
1484,2868,avibase-92FDBAF0,Melaniparus fringillinus
1485,2870,avibase-5C54F8C9,Melaniparus funereus
1486,526,avibase-CC1DF030,Melaniparus griseiventris
1487,2856,avibase-5C70AA7D,Melaniparus guineensis
1488,2872,avibase-BD4E697F,Melaniparus leucomelas
1489,2874,avibase-1A289D90,Melaniparus leuconotus
1490,527,avibase-6EF0803B,Melaniparus niger
1491,2858,avibase-1CA37CDE,Melaniparus pallidiventris
1492,529,avibase-A51F9290,Melaniparus rufiventris
1493,2876,avibase-610FFD8E,Melaniparus thruppi
1494,1322,avibase-BAF44E36,Melanitta fusca
1495,1324,avibase-24698199,Melanitta nigra
1496,487,avibase-36780791,Melanocorypha bimaculata
1497,3518,avibase-BDC24A8A,Melanocorypha calandra
1498,1358,avibase-C2B68BD8,Melichneutes robustus
1499,165,avibase-389FFA09,Melierax canorus
1500,163,avibase-D2AFD39B,Melierax metabates
1501,2136,avibase-FA3A1F20,Melierax poliopterus
1502,1360,avibase-8F2DCF5D,Melignomon eisentrauti
1503,1362,avibase-AD7BD37A,Melignomon zenkeri
1504,617,avibase-1478AA79,Melocichla mentalis
1505,1102,avibase-D17D101A,Melopsittacus undulatus
1506,1326,avibase-F1F52036,Mergellus albellus
1507,1328,avibase-407E2CA8,Mergus merganser
1508,1330,avibase-8DB64266,Mergus serrator
1509,1034,avibase-03C4A0C9,Merops albicollis
1510,404,avibase-66AA3934,Merops apiaster
1511,408,avibase-30238523,Merops boehmi
1512,1566,avibase-4A34E9CE,Merops breweri
1513,409,avibase-38507A80,Merops bullockoides
1514,1568,avibase-E6DC5DA1,Merops bulocki
1515,1570,avibase-3B472CF5,Merops gularis
1516,411,avibase-910E6D86,Merops hirundineus
1517,1572,avibase-32E6DB03,Merops malimbicus
1518,1574,avibase-72CAA64D,Merops muelleri
1519,407,avibase-B34CB92A,Merops nubicoides
1520,1576,avibase-2125426A,Merops nubicus
1521,1578,avibase-B85B93BB,Merops oreobates
1522,1580,avibase-759AD1FB,Merops orientalis
1523,405,avibase-6EE45113,Merops persicus
1524,410,avibase-C0A68CA0,Merops pusillus
1525,1582,avibase-AFA39D5A,Merops revoilii
1526,406,avibase-AC89B8FF,Merops superciliosus
1527,1584,avibase-A90C512F,Merops variegatus
1528,1948,avibase-9963109A,Mesitornis unicolor
1529,1950,avibase-ABDA1FE5,Mesitornis variegatus
1530,50,avibase-E255DCE1,Microcarbo africanus
1531,51,avibase-446E8F9D,Microcarbo coronatus
1532,162,avibase-922DE9C1,Micronisus gabar
1533,229,avibase-29B03FAE,Microparra capensis
1534,129,avibase-EE9C6A5E,Milvus aegyptius
1535,128,avibase-7D34E8B4,Milvus migrans
1536,1025,avibase-451D6FC8,Milvus milvus
1537,458,avibase-6A0D6123,Mirafra africana
1538,3528,avibase-8E612CF6,Mirafra albicauda
1539,3530,avibase-CA07B8DE,Mirafra angolensis
1540,4140,avibase-6E24D502,Mirafra apiata
1541,3532,avibase-6F4F7281,Mirafra ashi
1542,3534,avibase-6B089785,Mirafra cantillans
1543,456,avibase-AB507233,Mirafra cheniana
1544,3536,avibase-D0EAD8A3,Mirafra collaris
1545,3538,avibase-67F96AAB,Mirafra cordofanica
1546,1183,avibase-8A1D5A9C,Mirafra fasciolata
1547,3542,avibase-A3E077E6,Mirafra gilletti
1548,3546,avibase-BAA83B0C,Mirafra hypermetra
1549,457,avibase-86E9D9F4,Mirafra passerina
1550,3552,avibase-F22CCF78,Mirafra pulpa
1551,3554,avibase-DA66F809,Mirafra rufa
1552,468,avibase-C49FA9A8,Mirafra rufocinnamomea
1553,3556,avibase-3F711542,Mirafra somalica
1554,3558,avibase-4E61514C,Mirafra williamsi
1555,3318,avibase-3ADCF52E,Modulatrix stictigula
1556,1952,avibase-E3662B23,Monias benschi
1557,562,avibase-57DB5D4E,Monticola angolensis
1558,561,avibase-A20D777F,Monticola brevipes
1559,560,avibase-CCC257D0,Monticola explorator
1560,2614,avibase-7DFEBA9C,Monticola imerina
1561,2616,avibase-566669CC,Monticola rufocinereus
1562,559,avibase-22E11A7D,Monticola rupestris
1563,2618,avibase-736D38E7,Monticola saxatilis
1564,2730,avibase-6A984F97,Monticola semirufus
1565,2620,avibase-17CE23D4,Monticola sharpei
1566,2622,avibase-41D76F4B,Monticola solitarius
1567,2174,avibase-534FB490,Morus bassanus
1568,44,avibase-775E93D7,Morus capensis
1569,43,avibase-13610344,Morus serrator
1570,685,avibase-CE7D41A6,Motacilla aguimp
1571,3816,avibase-400E032C,Motacilla alba
1572,686,avibase-4F2CC293,Motacilla capensis
1573,690,avibase-AE073221,Motacilla cinerea
1574,1053,avibase-5B0295C1,Motacilla citreola
1575,688,avibase-747B3A52,Motacilla clara
1576,689,avibase-5983D677,Motacilla flava
1577,3818,avibase-B034A3E6,Motacilla flaviventris
1578,655,avibase-6E95C4A9,Muscicapa adusta
1579,1063,avibase-77F0C62C,Muscicapa aquatica
1580,2626,avibase-D5629ECA,Muscicapa boehmi
1581,656,avibase-3B3A6911,Muscicapa caerulescens
1582,2628,avibase-A962CA14,Muscicapa cassini
1583,2630,avibase-F21A8321,Muscicapa comitata
1584,2632,avibase-79574FC3,Muscicapa epulata
1585,2634,avibase-7387E828,Muscicapa gambagae
1586,2636,avibase-AD9EBAC2,Muscicapa infuscata
1587,2638,avibase-84E4178E,Muscicapa lendu
1588,2640,avibase-809D08A6,Muscicapa olivascens
1589,2642,avibase-E78D263C,Muscicapa sethsmithi
1590,654,avibase-B142856F,Muscicapa striata
1591,2644,avibase-6A0D9212,Muscicapa tessmanni
1592,2646,avibase-79993B33,Muscicapa ussheri
1593,1708,avibase-3893974C,Musophaga violacea
1594,76,avibase-4F92C892,Mycteria ibis
1595,2648,avibase-F563FE97,Myioparus griseigularis
1596,657,avibase-5EA2B90C,Myioparus plumbeus
1597,2650,avibase-E09F7223,Myrmecocichla aethiops
1598,574,avibase-AC5FC9B9,Myrmecocichla arnotti
1599,575,avibase-400A83B9,Myrmecocichla formicivora
1600,2654,avibase-1B6016EC,Myrmecocichla melaena
1601,564,avibase-3B26A7B2,Myrmecocichla monticola
1602,966,avibase-B55BADC1,Myrmecocichla nigra
1603,2656,avibase-7631D1A3,Myrmecocichla tholloni
1604,3320,avibase-9E483E48,Mystacornis crossleyi
1605,660,avibase-D17B7DA0,Namibornis herero
1606,389,avibase-0D52DFC7,Neafrapus boehmi
1607,1684,avibase-4CB38AE8,Neafrapus cassini
1608,110,avibase-131038AD,Necrosyrtes monachus
1609,3624,avibase-F500EA53,Nectarinia bocagii
1610,751,avibase-26F27894,Nectarinia famosa
